sector,school_name,suburb,postcode,phone,public_email,contact_form_url,website_url,source_directory_url,last_verified_date,lat,lon,website_checked
independent,Pinnacle College,Elizabeth East,5112,,elizabetheast@pinnacle.sa.edu.au,https://pinnacle.sa.edu.au,http://www.pinnacle.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,,,true
government,John Hartley School B-6,Smithfield Plains,5114,,dl.1901_info@schools.sa.edu.au,https://hartley.sa.edu.au/contact-us/,http://www.hartley.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.680413,138.673586,true
government,Coromandel Valley Primary School,Coromandel Valley,5051,,,http://www.coromandps.sa.edu.au/site-search,http://www.coromandps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-35.033562,138.626758,true
government,Cowandilla Primary School,Cowandilla,5033,,dl.0106.info@schools.sa.edu.au,http://www.cowandilla.sa.edu.au/contact-us.htm,http://www.cowandilla.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.93416,138.559877,true
government,Crafers Primary School,Crafers,5152,,dl.0107_info@schools.sa.edu.au,http://www.crafersps.sa.edu.au/#gf_1,http://www.crafersps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.993387,138.71348,true
government,Crystal Brook Primary School,Crystal Brook,5523,,dl.0111.admin@schools.sa.edu.au,https://crystalbps.sa.edu.au/,http://www.crystalbps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-33.352948,138.213543,true
government,Curramulka Primary School,Curramulka,5580,,dl.0114.info@schools.sa.edu.au,https://curramulka.sa.edu.au/,https://curramulka.sa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.695502,137.713697,true
government,Murray Bridge Special School,Murray Bridge,5253,,vicki.smith551@schools.sa.edu.au,http://www.mbss.sa.edu.au/contact.htm,http://www.mbss.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-35.116966,139.271426,true
government,Gilles Street Primary School,Adelaide,5000,,dl.0120.info@schools.sa.edu.au,https://www.gillesstps.sa.edu.au/Contact-Us,http://www.gillesstps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.93449,138.604464,true
government,Echunga Primary and Preschool,Echunga,5153,,dl.0123.info@schools.sa.edu.au,https://echungaps.sa.edu.au/contact/,http://www.echungaps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-35.09763397,138.79139351,true
government,Eden Hills Primary School,Eden Hills,5050,,dl.0124.info@schools.sa.edu.au,http://www.edenhillps.sa.edu.au/site-search,http://www.edenhillps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-35.020546,138.595317,true
government,Edwardstown Primary School,Melrose Park,5039,,dl.0127.info@schools.sa.edu.au,https://edwardps.sa.edu.au/,http://www.edwardps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.978729,138.57801,true
government,Elliston Area School,Elliston,5670,,dl.0128.leaders@schools.sa.edu.au,https://ellistonas.sa.edu.au/contact-us/,http://www.ellistonas.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-33.644153,134.892451,true
government,Norwood Primary School,Norwood,5067,,dl.0131.admin@schools.sa.edu.au,https://www.norwoodps.sa.edu.au/contact/,http://www.norwoodps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.922403,138.63167,true
government,Flinders Park Primary School,Flinders Park,5025,,dl.0135.info@schools.sa.edu.au,http://www.flindspkps.sa.edu.au/Contact.html,http://www.flindspkps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.91064,138.548871,true
government,Lenswood Primary School,Lenswood,5240,,dl.0136.info@schools.sa.edu.au,http://www.lenswoodps.sa.edu.au,http://www.lenswoodps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.922274,138.823468,true
government,Frances Primary School,Frances,5262,,dl.0138.info@schools.sa.edu.au,http://www.francesps.sa.edu.au/contact.htm,http://www.francesps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-36.70864019,140.95684181,true
government,Freeling Primary School,Freeling,5372,,dl.0139.info@schools.sa.edu.au,http://www.freelingps.sa.edu.au/contact-us/,http://www.freelingps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.457842,138.811414,true
government,Gawler Primary School,Gawler,5118,,dl.0141.info@schools.sa.edu.au,http://www.gawlerps.sa.edu.au/search,http://www.gawlerps.sa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.597541,138.740692,true
government,Evanston Gardens Primary School,Evanston Gardens,5116,,dl.0142.admin@schools.sa.edu.au,http://www.evangdns.sa.edu.au/contact-us,http://www.evangdns.sa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.623986,138.720025,true
government,Gladstone Primary School,Gladstone,5473,,dl.0147.info@schools.sa.edu.au,https://gladstoneps.sa.edu.au/,http://www.gladstoneps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-33.266137,138.350584,true
government,Glenburnie Primary School,Glenburnie,5291,,dl.0148.info@schools.sa.edu.au,https://glenburnps.sa.edu.au/,http://www.glenburnps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-37.84041,140.863876,true
government,Glen Osmond Primary School,Myrtle Bank,5064,,dl.0152.info@schools.sa.edu.au,https://glenosps.sa.edu.au/contact-us/,http://www.glenosps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.957051,138.637255,true
government,Glossop Community School,Glossop,5344,,dl.0153.info@schools.sa.edu.au,https://glossopps.sa.edu.au/,http://www.glossopps.sa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.271342,140.524768,true
government,Goodwood Primary School,Goodwood,5034,,dl.0156.info@schools.sa.edu.au,https://www.goodwoodps.sa.edu.au/,http://www.goodwoodps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.951478,138.588905,true
government,Goolwa Primary School,Goolwa,5214,,dl.0157.info@schools.sa.edu.au,http://www.goolwaps.sa.edu.au/search,http://www.goolwaps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-35.497553,138.780252,true
government,Greenock Primary School,Greenock,5360,,dl.0160.info@schools.sa.edu.au,https://greenockps.sa.edu.au/contact-us/,http://www.greenockps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.459939,138.921793,true
government,Gumeracha Primary School,Gumeracha,5233,,dl.0162.info@schools.sa.edu.au,https://gumerachr7.sa.edu.au/contact-us/,http://www.gumerachr7.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.824981,138.880956,true
government,Hahndorf Primary School,Hahndorf,5245,,,https://www.hahndorfps.sa.edu.au/,http://www.hahndorfps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-35.027474,138.810676,true
government,Hamley Bridge Primary School,Hamley Bridge,5401,,dl.0167.info@schools.sa.edu.au,https://hamleybridgeps.sa.edu.au/contact-us/,http://www.hamleybridgeps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.354549,138.684929,true
government,Rose Park Primary School,Rose Park,5067,,dl.0169.info@schools.sa.edu.au,https://roseparkps.sa.edu.au/,http://www.roseparkps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.93161,138.628893,true
government,Happy Valley Primary School,Happy Valley,5159,,dl.0171.info@schools.sa.edu.au,https://happyvalley.sa.edu.au/,http://www.happyvalley.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-35.086923,138.583583,true
government,Hawker Area School,Hawker,5434,,dl.0175.info@schools.sa.edu.au,http://www.hawkeras.sa.edu.au/contact,http://www.hawkeras.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-31.89042,138.427892,true
government,Heathfield Primary School,Heathfield,5153,,dl.0176.info@schools.sa.edu.au,https://www.heathfieldps.sa.edu.au/contact/,http://www.heathfieldps.sa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-35.029961,138.727279,true
government,Henley Beach Primary School,Henley Beach South,5022,,dl.0177.info@schools.sa.edu.au,https://henleyps.sa.edu.au/contact-us/,http://www.henleyps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.929734,138.499429,true
government,North Adelaide Primary School,North Adelaide,5006,,dl.0179.admin@schools.sa.edu.au,https://nthadelaideps.sa.edu.au/contact-us/,http://www.nthadelaideps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.905096,138.597558,true
government,Jervois Primary School,Jervois,5259,,dl.0194.info@schools.sa.edu.au,https://www.jervoisps.sa.edu.au/,http://www.jervoisps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-35.266177,139.437094,true
government,Kalangadoo Primary School,Kalangadoo,5278,,dl.0197.info@schools.sa.edu.au,https://kdoops.sa.edu.au/,http://www.kdoops.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-37.56535658,140.69556079,true
government,Kangarilla Primary School,Kangarilla,5157,,dl.0198.info@schools.sa.edu.au,https://kangaps.sa.edu.au/,http://www.kangaps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-35.147815,138.659484,true
government,Kapunda Primary School,Kapunda,5373,,dl.0200.info@schools.sa.edu.au,https://www.kapundaps.sa.edu.au/,http://www.kapundaps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.337884,138.918053,true
government,Alberton Primary School,Queenstown,5014,,dl.0202.info@schools.sa.edu.au,https://albertonps.sa.edu.au/contact-us/,http://www.albertonps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.862679,138.512645,true
government,Kersbrook Primary School,Kersbrook,5231,,dl.0204.info@schools.sa.edu.au,http://www.kersbrookps.sa.edu.au/contact-us/,http://www.kersbrookps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.782369,138.849721,true
government,Keyneton Primary School,Keyneton,5353,,dl.0205.info@schools.sa.edu.au,https://keynetonps.sa.edu.au/contact-us/,http://www.keynetonps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.554333,139.1338,true
government,Kilkenny Primary School,West Croydon,5008,,,https://www.kilkennyp6.sa.edu.au/contact-us/,https://www.kilkennyp6.sa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.890875,138.552927,true
government,Kingston-on-Murray Primary School,Kingston On Murray,5331,,dl.0209.info@schools.sa.edu.au,https://komps.sa.edu.au/contact-us/,http://www.komps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.222619,140.346866,true
government,Aldgate Primary School,Aldgate,5154,,dl.0210.info@schools.sa.edu.au,http://www.aldgateps.sa.edu.au/contact/,http://www.aldgateps.sa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-35.019502,138.748939,true
government,Kongorong Primary School,Kongorong,5291,,dl.0211.info@schools.sa.edu.au,https://kongoc7.sa.edu.au/,http://www.kongoc7.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-37.902247,140.561148,true
government,Koolunga Primary School,Koolunga,5464,,dl.0212.info@schools.sa.edu.au,https://koolungaps.sa.edu.au/,http://www.koolungaps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-33.580835,138.335026,true
government,Mid North Education Centre,Port Pirie,5540,,dl.0214.info@schools.sa.edu.au,https://midnorthec.sa.edu.au/contact-us/,https://midnorthec.sa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-33.17503,138.005415,true
government,Largs Bay School,Largs Bay,5016,,dl.0219.info@schools.sa.edu.au,http://www.largsbayr7.sa.edu.au/contact-us/,http://www.largsbayr7.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.823666,138.494282,true
government,Laura Primary School,Laura,5480,,dl.0220.info@schools.sa.edu.au,http://www.lauraps.sa.edu.au/site-search,http://www.lauraps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-33.18682857,138.30449459,true
government,Le Fevre Peninsula Primary School,Birkenhead,5015,,dl.0221.info@schools.sa.edu.au,http://www.lefevreps.sa.edu.au/site-search,http://www.lefevreps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.840072,138.495412,true
government,Aldinga Beach Primary School,Aldinga,5173,,,,http://www.aldingar7.sa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-35.269294,138.461896,true
government,Light Pass Primary School,Light Pass,5355,,dl.0223.info@schools.sa.edu.au,https://lightpassps.sa.edu.au/contact-us/,http://www.lightpassps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.46919,139.025019,true
government,Littlehampton Primary School,Littlehampton,5250,,dl.0225.info@schools.sa.edu.au,https://littlehamptonps.sa.edu.au/,https://littlehamptonps.sa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-35.049417,138.868095,true
government,Lobethal Primary School,Lobethal,5241,,dl.0227.info@schools.sa.edu.au,https://lobethalps.sa.edu.au/contact-us/,http://www.lobethalps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.901735,138.871761,true
government,Lock Area School,Lock,5633,,dl.0230.info@schools.sa.edu.au,https://lockas.sa.edu.au/contact-us/,http://www.lockas.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-33.567298,135.754637,true
government,Brooklyn Park Primary School,Brooklyn Park,5032,,dl.0231.admin@schools.sa.edu.au,https://brooklynparkps.sa.edu.au/,https://brooklynparkps.sa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.930203,138.535095,true
government,Lyndoch Primary School,Lyndoch,5351,,dl.0237_info@schools.sa.edu.au,https://lyndochps.sa.edu.au/contact-us/,http://www.lyndochps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.60554,138.885678,true
government,Macclesfield Primary School,Macclesfield,5153,,wendy.silvestri669@schools.sa.edu.au,http://www.maccyps.sa.edu.au/search,http://www.maccyps.sa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-35.171315,138.83847,true
government,Mallala Primary School,Mallala,5502,,dl.0241.info@schools.sa.edu.au,https://mallalac7.sa.edu.au/contact-us/,http://www.mallalac7.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.43456,138.510526,true
government,Angaston Primary School,Angaston,5353,,dl.0242.info@schools.sa.edu.au,https://angastonps.sa.edu.au/,http://www.angastonps.sa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.499092,139.050833,true
government,Manoora Primary School,Manoora,5414,,dl.0245.info@schools.sa.edu.au,https://manooraps.sa.edu.au/contactus/,http://www.manooraps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.006284,138.814121,true
government,Marree Aboriginal School,Marree,5733,,dl.0248.info@schools.sa.edu.au,https://marreeab.sa.edu.au/contact-us/,http://www.marreeab.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-29.649185,138.061054,true
government,Marryatville Primary School,Kensington,5068,,dl.0249_info@schools.sa.edu.au,https://marryatps.sa.edu.au/,http://www.marryatps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.924542,138.649185,true
government,McLaren Flat Primary School,Mclaren Flat,5171,,dl.0250_info@schools.sa.edu.au,https://mclflatps.sa.edu.au/contact-us/,http://www.mclflatps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-35.206114,138.587248,true
government,McLaren Vale Primary School,Mclaren Vale,5171,,dl.0251.admin@schools.sa.edu.au,https://mclarenvps.sa.edu.au/contact-us/,http://www.mclarenvps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-35.211655,138.531438,true
government,Meadows Primary School,Meadows,5201,,dl.0252.info@schools.sa.edu.au,https://meadowsps.sa.edu.au/contact-us/,http://www.meadowsps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-35.180498,138.761924,true
government,Melrose Primary School,Melrose,5483,,dl.0253.info@schools.sa.edu.au,https://melroseps.sa.edu.au/contact-us/,http://www.melroseps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-32.823832,138.187995,true
government,Angle Vale Primary School,Angle Vale,5117,,dl.0255.info@schools.sa.edu.au,https://avps.sa.edu.au/,http://www.avps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.643346,138.647362,true
government,Mil Lel Primary School,Mil Lel,5291,,dl.0265.info@schools.sa.edu.au,https://millelps.sa.edu.au/,http://www.millelps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-37.781125,140.825631,true
government,Mitcham Primary School,Kingswood,5062,,dl.0270.info@schools.sa.edu.au,http://www.mitchamps.sa.edu.au/contact,http://www.mitchamps.sa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.972708,138.616124,true
government,Modbury School P-6,Modbury North,5092,,dl.0272.info@schools.sa.edu.au,https://modburyp6.sa.edu.au/,https://modburyp6.sa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.825869,138.69228,true
government,Monash Primary and Preschool,Monash,5342,,dl.0274.info@schools.sa.edu.au,https://monashps.sa.edu.au/contact-us/,http://www.monashps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.236306,140.559419,true
government,Moorak Primary School,Moorak,5291,,dl.0279.info@schools.sa.edu.au,https://www.moorakps.sa.edu.au/,http://www.moorakps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-37.86419411,140.73666799,true
government,Morgan Primary School,Morgan,5320,,dl.0282.info@schools.sa.edu.au,https://morganps.sa.edu.au/contact-us/,http://www.morganps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.030239,139.670103,true
government,Mount Barker Primary School,Mount Barker,5251,,dl.0285.info@schools.sa.edu.au,http://www.mtbarkerps.sa.edu.au/search,http://www.mtbarkerps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-35.067641,138.853522,true
government,Mount Burr Primary School,Mount Burr,5279,,dl.0288.info@schools.sa.edu.au,http://www.mtburrps.sa.edu.au#contact,http://www.mtburrps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-37.541193,140.4591,true
government,Mount Compass Area School,Mount Compass,5210,,dl.0289.info@schools.sa.edu.au,http://compassas.sa.edu.au/,http://www.compassas.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-35.350245,138.619809,true
government,Reidy Park Primary School,Mount Gambier,5290,,dl.0290.info@schools.sa.edu.au,https://www.reidyprkps.sa.edu.au/,http://www.reidyprkps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-37.834544,140.771765,true
government,Mount Pleasant Primary School,Mount Pleasant,5235,,dl.0293.info@schools.sa.edu.au,https://mtplesntps.sa.edu.au/contact-us/,http://www.mtplesntps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.774374,139.053842,true
government,Mundulla Primary School,Mundulla,5270,,dl.0297.info@schools.sa.edu.au,https://mundullaps.sa.edu.au/,http://www.mundullaps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-36.357628,140.693069,true
government,Murray Bridge North School,Murray Bridge,5253,,dl.0299.info@schools.sa.edu.au,http://www.google.com/search,http://www.mbnorthps.sa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-35.116966,139.271426,true
government,Mylor Primary School,Mylor,5153,,dl.0301.info@schools.sa.edu.au,https://mylorps.sa.edu.au/contact-us/,http://www.mylorps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-35.040998,138.760099,true
government,Mypolonga Primary School,Mypolonga,5254,,,,http://mypolongaps.sa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-35.040591,139.357523,true
government,Myponga Primary School,Myponga,5202,,dl.0303_info@schools.sa.edu.au,https://mypongaps.sa.edu.au/contact-us/,http://www.mypongaps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-35.3927497,138.46425608,true
government,Nailsworth Primary School,Nailsworth,5083,,dl.0305.info@schools.sa.edu.au,https://nailps.sa.edu.au/contact-us/,http://www.nailps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.8829157832097,138.60388611045073,true
government,Nairne School - Preschool and Primary,Nairne,5252,,dl.0306.info@schools.sa.edu.au,https://nairneps.sa.edu.au/contact-us/,http://www.nairneps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-35.038365,138.903587,true
government,Napperby Primary School,Napperby,5540,,dl.0308.info@schools.sa.edu.au,https://napperbyps.sa.edu.au/contact-us/,http://www.napperbyps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-33.15317163,138.11414129,true
government,Naracoorte Primary School,Naracoorte,5271,,dl.0309.info@schools.sa.edu.au,https://naracoorteprimaryschool.sa.edu.au/,https://naracoorteprimaryschool.sa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-36.951082,140.738119,true
government,Old Noarlunga Primary School,Old Noarlunga,5168,,dl.0313.info@schools.sa.edu.au,https://www.onps.sa.edu.au/contact/,http://www.onps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-35.182997,138.500633,true
government,Northfield Primary School,Northfield,5085,,dl.0314.info@schools.sa.edu.au,https://northfldps.sa.edu.au/wp/wp-login.php,http://www.northfldps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.848975,138.619862,true
government,Norton Summit Primary School,Norton Summit,5136,,dl.0316_info@schools.sa.edu.au,https://nortonps.sa.edu.au/contact/,http://www.nortonps.sa.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.927695,138.728837,true
government,Nuriootpa Primary School,Nuriootpa,5355,,dl.0788.info@schools.sa.edu.au,https://nurihs.sa.edu.au/,http://www.nurihs.sa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-34.472908,139.001322,true
