sector,school_name,suburb,postcode,phone,public_email,contact_form_url,website_url,source_directory_url,last_verified_date,lat,lon,website_checked
government,Kings Meadows High School,Kings Meadows,7249,,,,https://kingsmeadowshs.education.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.47386659,147.15956905,true
government,Prospect High School,Prospect,7250,,,,https://prospecthigh.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.47580035,147.13093189,true
government,Riverside High School,Riverside,7250,,,,https://riversidehigh.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.40905097,147.09955797,true
government,Smithton High School,Smithton,7330,,,,https://SmithtonHigh.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-40.83816677,145.11644883,true
government,Sorell School,Sorell,7172,,,https://sorell.education.tas.edu.au,https://sorell.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.78592321,147.56062331,true
government,Taroona High School,Taroona,7053,,,,https://taroonahigh.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.94341,147.3559,true
government,Tasman District School,Nubeena,7184,,,,https://tasman.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-43.09833639,147.74706551,true
government,Winnaleah District High School,Winnaleah,7265,,,,https://winnaleahdistricthigh.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.096531,147.822868,true
government,Woodbridge School,Woodbridge,7162,,,https://www.woodbridge.education.tas.edu.au/contact-us/,https://woodbridge.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-43.164652,147.239683,true
government,Yolla District School,Yolla,7325,,,,https://yolladistricthigh.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.12266948,145.72009949,true
government,North West Support School,Acton,7320,,,https://northwestsupport.education.tas.edu.au/,https://northwestsupport.education.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.072282,145.893098,true
government,Invermay Primary School,Invermay,7248,,janice.westlake@education.vic.gov.au,http://www.invermayps.vic.edu.au/contact-us.html,http://www.invermayps.vic.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.42163515,147.13138403,true
government,Mowbray Heights Primary School,Mowbray,7248,,,,https://mowbrayheightsprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.40275864,147.13341299,true
government,Rose Bay High School,Rose Bay,7015,,,https://rosebayhigh.education.tas.edu.au/,https://rosebayhigh.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.86154099,147.35891671,true
government,Queechy High School,Norwood,7250,,,,https://queechyhigh.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.45195332,147.17607496,true
government,Devonport High School,Devonport,7310,,,https://devonporths.schoolzineplus.com/site-search,https://devonporths.schoolzineplus.com,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.17795098,146.34877035,true
catholic,Sacred Heart Catholic School,Launceston,7250,,,,http://www.sacredheartl.tas.edu.au,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.445,147.133337,true
government,Albuera Street Primary School,Battery Point,7004,,,,https://www.ella.edu.au/preschools/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.89123278,147.32588298,true
government,Campbell Street Primary School,North Hobart,7000,,,,https://www.campbellstreetprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.87254263,147.32268319,true
government,Goulburn Street Primary School,West Hobart,7000,,,,https://goulburnstreetprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.88779991,147.31692503,true
government,Lansdowne Crescent Primary School,West Hobart,7000,,,https://www.lansdownecrescentprimary.org/apps/search,https://www.lansdownecrescentprimary.org/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.882125,147.30871,true
government,Mount Stuart Primary School,Mount Stuart,7000,,,,https://mountstuartprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.87507847,147.29906955,true
government,South Hobart Primary School,South Hobart,7004,,,,https://southhobartprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.891817,147.309568,true
government,Princes Street Primary School,Sandy Bay,7005,,,https://schoolsweb.decyp.tas.gov.au/princessstreetprimary/,https://princesstreetprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.89924147,147.31840447,true
government,Waimea Heights Primary School,Sandy Bay,7005,,,,https://waimeaheightsprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.90892028808594,147.3369140625,true
government,Taroona Primary School,Taroona,7053,,,,https://www.taroonaprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.94315177,147.3527989,true
government,Mount Nelson Primary School,Mount Nelson,7007,,,https://mountnelsonprimary.education.tas.edu.au/site-search,https://mountnelsonprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.91290931,147.32237076,true
government,Lenah Valley Primary School,Lenah Valley,7008,,,https://lenahvalleyprimary.education.tas.edu.au/contact-us/,https://lenahvalleyprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.860997,147.289568,true
government,New Town Primary School,New Town,7008,,,,https://newtownprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.85748163,147.30001235,true
government,Bowen Road Primary School,Moonah,7009,,,https://bowenroadprimary.education.tas.edu.au/contact-us/,https://bowenroadprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.84736447,147.30763733,true
government,Goodwood Primary School,Derwent Park,7009,,,,https://goodwoodprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.83224516,147.29255312,true
government,Moonah Primary School,Derwent Park,7009,,,,https://moonahprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.83809219,147.29646337,true
government,Springfield Gardens Primary School,West Moonah,7009,,,,https://springfieldgardensprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.84764764,147.27594789,true
government,Rosetta Primary School,Rosetta,7010,,,,https://rosettaprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.82210911,147.25730077,true
government,Collinsvale Primary School,Collinsvale,7012,,,,https://collinsvaleprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.83667338,147.19839968,true
government,Lindisfarne North Primary School,Geilston Bay,7015,,,,https://lindisfarnenorthprimary.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.838657,147.350274,true
government,Lindisfarne Primary School,Lindisfarne,7015,,,,https://lindisfarneprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.85201252,147.36372444,true
government,Risdon Vale Primary School,Risdon Vale,7016,,,,https://risdonvaleprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.81259813,147.35329662,true
government,Bellerive Primary School,Bellerive,7018,,,,https://belleriveprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.87227607,147.37011063,true
government,Clarence High School,Bellerive,7018,,,,https://clarencehigh.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.877901,147.38924026,true
government,Howrah Primary School,Howrah,7018,,,,https://howrahprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.88107919,147.40211048,true
government,Montagu Bay Primary School,Montagu Bay,7018,,,,https://montagubayprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.86449013,147.35223353,true
government,Warrane Primary School,Warrane,7018,,,,https://warraneprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.86122275,147.38262197,true
government,Clarendon Vale Primary School,Clarendon Vale,7019,,,,https://clarendonvaleprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.88738509,147.44439485,true
government,Rokeby Primary School,Rokeby,7019,,,,https://rokebyprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.89897973,147.43372383,true
government,Lauderdale Primary School,Lauderdale,7021,,,,https://lauderdaleprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.905072,147.47854,true
government,South Arm Primary School,South Arm,7022,,,,https://southarmprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-43.02586187,147.42019695,true
government,Richmond Primary School,Richmond,7025,,,,https://richmondprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.73928054,147.43798461,true
government,Campania District School,Campania,7026,,,,https://www.campaniadistrict.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.66623963755808,147.42309355300003,true
government,Glen Huon Primary School,Glen Huon,7109,,glenhuon.ps@education.wa.edu.au,https://www.glenhuonps.wa.edu.au/contact-us/,https://www.glenhuonps.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-43.02813851,146.96237801,true
government,Huonville Primary School,Huonville,7109,,,,https://huonvilleprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-43.02374508,147.04694878,true
government,Cygnet Primary School,Cygnet,7112,,,,https://cygnetprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-43.15825931,147.07223964,true
government,Franklin Primary School,Franklin,7113,,,,https://franklinprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-43.08553093,147.01185573,true
government,Kingston Primary School,Kingston,7050,,kingston.ps@education.wa.edu.au,https://www.kingstonprimary.wa.edu.au/site-search,https://www.kingstonprimary.wa.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.97934878,147.30991854,true
government,Blackmans Bay Primary School,Blackmans Bay,7052,,,,https://blackmansbayprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.99699352,147.32126417,true
government,Margate Primary School,Margate,7054,,,,https://margateprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-43.028852,147.262095,true
government,Snug Primary School,Snug,7054,,,,https://snugprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-43.06533258,147.25426938,true
government,Bruny Island District School,Alonnah,7150,,,,https://brunyislanddistrict.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-43.31756067,147.24605186,true
government,Cambridge Primary School,Cambridge,7170,,,,https://cambridgeprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-42.83620708,147.44182458,true
government,Evandale Primary School,Evandale,7212,,,,https://evandaleprimary.education.tas.edu.au/,https://acaraweb.azurewebsites.net/contact-us/acara-data-access,2026-02-21,-41.567519,147.249153,true
