sector,school_name,suburb,postcode,phone,public_email,contact_form_url,website_url,source_directory_url,last_verified_date,lat,lon,website_checked
catholic,St Mary's School,Bairnsdale,3875,03 5152 3706,lparwata@stmbairns.catholic.edu.au,http://www.stmbairns.catholic.edu.au/site-search,http://www.stmbairns.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.84139544,147.5856286,true
catholic,St Aloysius' School,Redan,3350,03 5335 8177,aloysius@saredan.catholic.edu.au,http://www.saredan.catholic.edu.au/site-search,http://www.saredan.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.578109,143.837673,true
catholic,St Joseph's School,Hawthorn,3122,03 9818 7570,principal@sjhawthorn.catholic.edu.au,https://www.sjhawthorn.catholic.edu.au/,http://www.sjhawthorn.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.826461,145.034315,true
catholic,Sacre Coeur,Glen Iris,3146,03 9835 2700,reception@sac.vic.edu.au,http://www.sac.vic.edu.au/search,http://www.sac.vic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.861753,145.051572,true
catholic,St Joseph's School,Northcote,3070,03 9481 7166,principal@sjnorthcote.catholice.edu.au,http://www.sjnorthcote.catholic.edu.au,http://www.sjnorthcote.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.774621,144.996721,true
catholic,Sacred Heart School,Preston,3072,03 9487 1001,office@shpreston.catholic.edu.au,http://www.shpreston.catholic.edu.au,http://www.shpreston.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.744807,145.003768,true
catholic,Sacred Heart School,Morwell,3840,03 5134 3718,office@shmorwell.catholic.edu.au,http://www.shmorwell.catholic.edu.au/site-search,http://www.shmorwell.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-38.23943484,146.4043244,true
catholic,St Michael's School,Traralgon,3844,03 5174 3295,office@stmtraralgon.catholic.edu.au,http://www.stmtraralgon.catholic.edu.au/site-search,http://www.stmtraralgon.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-38.195161,146.534695,true
catholic,St Brendan's School,Shepparton,3630,03 5821 1926,principal@sbshepparton.catholic.edu.au,http://www.sbshepparton.catholic.edu.au/contact,http://www.sbshepparton.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-36.374731,145.407652,true
catholic,St Mary's College,Seymour,3660,03 5792 2611,office@smseymour.catholic.edu.au,https://www.smseymour.catholic.edu.au/location-and-contacts/location-and-contacts/,http://www.smseymour.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.019895,145.140924,true
catholic,St Mary's School,Donald,3480,03 5497 1116,principal@smdonald.catholic.edu.au,,http://www.smdonald.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-36.37357574,142.9851708,true
catholic,St Mary's Primary School,Sale,3850,03 5144 1780,principal@stmarysale.catholic.edu.au,https://www.stmarysale.catholic.edu.au#content-anchor,http://www.stmarysale.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-38.110706,147.062326,true
catholic,St Patrick's Primary School,Kilmore,3764,03 5782 1579,principal@spkilmore.catholic.edu.au,https://www.spkilmore.catholic.edu.au/contact,http://www.spkilmore.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.299394,144.948109,true
catholic,St Brigid's School,Ballan,3342,03 5368 1015,administration@sbballan.catholic.edu.au,http://www.sbballan.catholic.edu.au/site-search,http://www.sbballan.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.599896,144.228732,true
catholic,St Patrick's School,Gordon,3345,03 5368 9495,principal@spgordon.catholic.edu.au,http://www.spgordon.catholic.edu.au/site-search,http://www.spgordon.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.58064935,144.0909009,true
catholic,St Mary's School,Lancefield,3435,03 5429 1359,office@smlancefield.catholic.edu.au,https://smlancefield.catholic.edu.au/,http://www.smlancefield.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.278756,144.731727,true
catholic,St Augustine's School,Creswick,3363,03 5345 2106,admin@sacreswick.catholic.edu.au,http://www.sacreswick.catholic.edu.au#content-anchor,http://www.sacreswick.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.42850667,143.8922616,true
catholic,St Monica's School,Kangaroo Flat,3555,03 5447 7832,admin@smkangarooflat.catholic.edu.au,https://www.smkangarooflat.catholic.edu.au,http://www.smkangarooflat.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-36.79419899,144.2448,true
catholic,St Joseph's School,Benalla,3672,03 5762 1347,principal@sjbenalla.catholic.edu.au,https://www.sjbenalla.catholic.edu.au/contact,https://www.sjbenalla.catholic.edu.au/,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-36.553963,145.974115,true
catholic,Sacred Heart College,Newtown,3220,03 5221 4211,info@shcgeelong.catholic.edu.au,http://www.shcgeelong.catholic.edu.au,http://www.shcgeelong.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-38.14949635,144.3401453,true
catholic,St Patrick's School,St Arnaud,3478,03 5495 1038,principal@spstarnaud.catholic.edu.au,http://www.spstarnaud.catholic.edu.au/contact,http://www.spstarnaud.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-36.61707734,143.246862,true
catholic,St Joseph's College Mildura,Mildura,3500,03 5018 8000,reception@sjcmda.vic.edu.au,https://www.sjcmda.vic.edu.au/contact/,http://www.sjcmda.vic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-34.188725,142.153461,true
catholic,Star of the Sea College,Brighton,3186,03 9596 6099,star@starmelb.catholic.edu.au,https://starmelb.catholic.edu.au/,http://www.starmelb.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.896734,144.99678,true
catholic,St James' School,Brighton,3186,03 9596 4766,info@stjamesbrighton.catholic.edu.au,https://www.stjamesbrighton.catholic.edu.au/search/results,http://www.stjamesbrighton.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.897945,144.997657,true
catholic,St Peter's School,Bentleigh East,3165,03 9579 5068,office@spbentleigheast.catholic.edu.au,https://www.spbentleigheast.catholic.edu.au,http://www.spbentleigheast.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.923044,145.070911,true
catholic,St Liborius' School,Eaglehawk,3556,03 5446 9172,admin@sleaglehawk.catholic.edu.au,http://www.sleaglehawk.catholic.edu.au,http://www.sleaglehawk.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-36.723477,144.25729,true
catholic,Damascus College,Mount Clear,3350,03 5337 2222,info@damascus.vic.edu.au,https://www.damascus.vic.edu.au/search/results,http://www.damascus.vic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.611456,143.870347,true
catholic,St Mary's School,Castlemaine,3450,03 5472 2270,principal@smcastlemaine.catholic.edu.au,http://www.smcastlemaine.catholic.edu.au,http://www.smcastlemaine.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.06395716,144.2209585,true
catholic,Sacred Heart College,Kyneton,3444,03 5421 1200,shcadmin@shckyneton.catholic.edu.au,https://www.shckyneton.catholic.edu.au/search/results,http://www.shckyneton.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.252887,144.458821,true
catholic,St Ambrose's School,Woodend,3442,03 5427 1285,office@sawoodend.catholic.edu.au,http://www.sawoodend.catholic.edu.au#content-anchor,http://www.sawoodend.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.35779241,144.53049,true
catholic,St Joseph's School,Charlton,3525,03 5491 1343,admin@sjcharlton.catholic.edu.au,http://www.sjcharlton.catholic.edu.au/site-search,http://www.sjcharlton.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-36.271767,143.351051,true
catholic,Sacred Heart School,Tatura,3616,03 5824 1841,info@shtatura.catholic.edu.au,https://www.shtatura.catholic.edu.au,http://www.shtatura.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-36.439826,145.223919,true
catholic,St Paul's School,Coburg,3058,03 9354 8970,office@spcoburg.catholic.edu.au,https://spcoburg.catholic.edu.au/location-contacts/#contactform,http://www.spcoburg.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.738929,144.967855,true
catholic,St Andrew's School,Werribee,3030,03 9741 3686,enquiries@sawerribee.catholic.edu.au,https://www.sawerribee.catholic.edu.au,http://www.sawerribee.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.901272,144.650573,true
catholic,St Brigid's School,Gisborne,3437,03 5428 2220,office@sbgisborne.catholic.edu.au,https://sbgisborne.catholic.edu.au/,http://www.sbgisborne.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.490906,144.590088,true
catholic,Our Lady of Mount Carmel School,Sunbury,3429,03 9740 7344,principal@olmcsunbury.catholic.edu.au,https://www.olmcsunbury.catholic.edu.au/,http://www.olmcsunbury.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.58004,144.736305,true
catholic,St Joseph's School,Chiltern,3683,03 5726 1388,,http://www.sjchiltern.catholic.edu.au/about-us/contact.html,http://www.sjchiltern.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-36.145981,146.607065,true
catholic,St Mary's School,Rutherglen,3685,02 6032 9284,principal@smrutherglen.catholic.edu.au,http://www.smrutherglen.catholic.edu.au/,http://www.smrutherglen.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-36.050422,146.462975,true
catholic,St Mary's School,Inglewood,3517,03 5438 3075,,http://www.sminglewood.catholic.edu.au/about-us/contact-us,http://www.sminglewood.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-36.571137,143.872485,true
catholic,FCJ College,Benalla,3672,03 5762 1222,admin@fcjbenalla.catholic.edu.au,http://www.fcjbenalla.catholic.edu.au/search,http://www.fcjbenalla.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-36.552769,145.975389,true
catholic,St Patrick's School,Pakenham,3810,03 5943 9000,office@stppakenham.catholic.edu.au,http://www.stppakenham.catholic.edu.au/site-search,http://www.stppakenham.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-38.06938466,145.4745267,true
catholic,Sacred Heart Primary School,Yarrawonga,3730,03 5744 3339,,http://www.shyarrawonga.catholic.edu.au/about-us/contact-us,http://www.shyarrawonga.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-36.01072352,146.0092454,true
catholic,Xavier College,Kew,3101,03 9854 5411,enquiries@xavier.vic.edu.au,http://www.xavier.vic.edu.au/search/node,http://www.xavier.vic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.813858,145.031105,true
catholic,St Joseph's School,Penshurst,3289,03 5576 5438,principal@sjpenshurst.catholic.edu.au,http://www.sjpenshurst.catholic.edu.au/contact-us.html,http://www.sjpenshurst.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.87750896,142.2897792,true
catholic,Marian College,Ararat,3377,03 5352 3861,principal@mcararat.catholic.edu.au,http://www.mcararat.catholic.edu.au/search/results,http://www.mcararat.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.284744,142.937766,true
catholic,Sacred Heart School,Casterton,3311,03 5581 1131,principal@shcasterton.catholic.edu.au,http://www.shcasterton.catholic.edu.au/site-search,http://www.shcasterton.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.586013,141.413634,true
catholic,St Bernard's School,Bacchus Marsh,3340,03 5366 5800,admin@sbbacchusmarsh.catholic.edu.au,https://sbbacchusmarsh.catholic.edu.au/contact/,http://www.sbbacchusmarsh.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.672269,144.43486,true
catholic,St Patrick's School,Koroit,3282,03 5565 8208,principal@spkoroit.catholic.edu.au,http://www.spkoroit.catholic.edu.au/contact-us,http://www.spkoroit.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-38.299892,142.368973,true
catholic,Academy of Mary Immaculate,Fitzroy,3065,03 9412 7100,enquiry@academy.vic.edu.au,https://www.academy.vic.edu.au/,http://www.academy.vic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.803711,144.974409,true
catholic,Sacred Heart School,Fitzroy,3065,03 9419 3528,office@shsfitzroy.catholic.edu.au,https://www.shsfitzroy.catholic.edu.au/,http://www.shsfitzroy.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.802049,144.978524,true
catholic,Mount Lilydale Mercy College,Lilydale,3140,03 9735 4022,,,http://www.mlmc.vic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.75075881,145.3577545,true
catholic,St Monica's School,Footscray,3011,03 9689 4548,principal@smfootscray.catholic.edu.au,https://www.smfootscray.catholic.edu.au,http://www.smfootscray.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.801162,144.906837,true
catholic,St Augustine's School,Yarraville,3013,03 9314 5996,office@sayarraville.catholic.edu.au,http://www.sayarraville.catholic.edu.au/contact-us,http://www.sayarraville.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.81370425,144.8898972,true
catholic,Ss Michael and John's Primary School,Horsham,3400,03 5382 3000,,,,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-36.71400221,142.2039894,true
catholic,Trinity College Colac,Colac,3250,03 5231 4977,admin@tcc.vic.edu.au,http://www.tcc.vic.edu.au/search,http://www.tcc.vic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-38.352034,143.576934,true
catholic,St Mary's School,Colac,3250,03 5231 3640,office@smcolac.catholic.edu.au,https://www.smcolac.catholic.edu.au/contact,http://www.smcolac.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-38.334734,143.585404,true
catholic,Kilbreda College,Mentone,3194,03 9581 7766,kilbreda@kilbreda.vic.edu.au,https://www.kilbreda.vic.edu.au#searchform,http://www.kilbreda.vic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.984153,145.065712,true
catholic,Padua College,Mornington,3931,03 5976 0100,enquiry@padua.vic.edu.au,https://padua.vic.edu.au/search/results,https://padua.vic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-38.21825666,145.0720043,true
catholic,Notre Dame College,Shepparton,3630,03 5822 8400,ndc@notredame.vic.edu.au,https://www.notredame.vic.edu.au/search/results,http://www.notredame.vic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-36.37470646,145.4076363,true
catholic,Sacred Heart College,Yarrawonga,3730,03 5742 1300,,,http://www.shcyarrawonga.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-36.00865887,146.0092056,true
catholic,St Joseph's School,Numurkah,3636,03 5862 1804,parnel@sjnumurkah.catholic.edu.au,https://www.sjnumurkah.catholic.edu.au,http://www.sjnumurkah.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-36.08646,145.443605,true
catholic,St Joseph's School,Warrnambool,3280,03 5561 1343,office@sjwarrnambool.catholic.edu.au,http://www.sjwarrnambool.catholic.edu.au/site-search,http://www.sjwarrnambool.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-38.372486,142.486144,true
catholic,St Ignatius College Geelong,Drysdale,3222,03 5251 1136,,,,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-38.18870264,144.5578975,true
catholic,St Mary's School,Geelong,3220,03 5229 9453,admin@smgeelong.catholic.edu.au,https://www.smgeelong.catholic.edu.au/contact,http://www.smgeelong.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-38.153187,144.362996,true
catholic,St Patrick's School,Geelong West,3218,03 5229 4412,office@spgeelongwest.catholic.edu.au,https://spgeelongwest.catholic.edu.au/contact-us,http://www.spgeelongwest.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-38.13484,144.346041,true
catholic,St Monica's Primary School,Moonee Ponds,3039,03 9375 1132,info@stmonicasmp.catholic.edu.au,https://www.stmonicasmp.catholic.edu.au,http://www.stmonicasmp.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.759665,144.923184,true
catholic,St Patrick's School,Lilydale,3140,03 9735 4388,office@splilydale.catholic.edu.au,https://splilydale.catholic.edu.au/contact-us/,http://www.splilydale.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.75273475,145.3526145,true
catholic,Catholic Ladies' College Ltd,Eltham,3095,03 9439 4077,principal@clc.vic.edu.au,https://clc.vic.edu.au/,http://www.clc.vic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.711525,145.143563,true
catholic,St Joseph's School,Collingwood,3066,03 9419 4918,office@sjcollingwood.catholic.edu.au,http://www.sjcollingwood.catholic.edu.au/contact-us,http://www.sjcollingwood.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.800459,144.986388,true
catholic,St Mary's School,Warracknabeal,3393,03 5398 2001,principal@smwarracknabeal.catholic.edu.au,,http://www.smwarracknabeal.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-36.25408,142.389596,true
catholic,St Mary's School,Echuca,3564,03 5482 1342,info@smechuca.catholic.edu.au,https://www.smechuca.catholic.edu.au,http://www.smechuca.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-36.134259,144.725827,true
catholic,Sacred Heart School,Kew,3101,03 9853 5859,admin@shkew.catholic.edu.au,http://www.shkew.catholic.edu.au,http://www.shkew.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.808169,145.03744,true
catholic,St Mary's School,Ararat,3377,03 5352 1796,,http://www.smararat.catholic.edu.au/site-search,http://www.smararat.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-37.28550193,142.9386125,true
catholic,St Joseph's College,Echuca,3564,03 5482 2577,,,,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-36.118153,144.743369,true
catholic,St Patrick's School,Port Fairy,3284,03 5568 1371,principal@spportfairy.catholic.edu.au,http://www.spportfairy.catholic.edu.au/site-search,http://www.spportfairy.catholic.edu.au,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-38.38612553,142.2316746,true
catholic,St Joseph's School,Rochester,3561,03 5484 1797,admin@sjrochester.catholic.edu.au,https://www.sjrochester.catholic.edu.au,http://www.sjrochester.catholic.edu.au/,https://data.gov.au/data/dataset/baa49c22-79b7-4e65-bb3e-ac8ea91e6787,2026-02-21,-36.36476136,144.701175,true
